0	527.01613	342.86624	527.01613	265.28662	524.59677	185.92357	515.72581	70
0.01695	529.43548	344.64968	525.40323	268.8535	527.82258	185.92357	515.72581	70
0.03389	527.82258	343.75796	525.40323	268.8535	524.59677	179.68153	512.5	72.67516
0.05084	527.82258	343.75796	525.40323	268.8535	524.59677	179.68153	512.5	72.67516
0.06779	527.82258	345.5414	525.40323	268.8535	524.59677	185.92357	514.91935	73.56688
0.08474	527.82258	345.5414	524.59677	268.8535	524.59677	185.92357	514.91935	73.56688
0.10168	527.82258	345.5414	524.59677	268.8535	527.01613	185.92357	514.91935	73.56688
0.11863	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	514.91935	73.56688
0.13558	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	514.91935	73.56688
0.15252	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	515.72581	70
0.16947	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	515.72581	70
0.18642	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	515.72581	70
0.20337	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	514.91935	72.67516
0.22031	529.43548	346.43312	529.43548	268.8535	527.01613	185.92357	514.91935	72.67516
0.23726	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	516.53226	74.4586
0.25421	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	516.53226	74.4586
0.27115	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	517.33871	73.56688
0.2881	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	519.75806	70.89172
0.30505	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	519.75806	70.89172
0.32199	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	518.95161	74.4586
0.33894	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	518.95161	74.4586
0.35589	529.43548	345.5414	529.43548	268.8535	527.01613	185.92357	518.95161	74.4586
0.37284	529.43548	345.5414	529.43548	267.96178	527.01613	185.92357	518.95161	74.4586
0.38978	527.82258	344.64968	529.43548	267.96178	527.01613	185.92357	518.95161	74.4586
0.40673	527.82258	344.64968	529.43548	267.96178	527.01613	185.92357	518.95161	74.4586
0.42368	527.82258	344.64968	529.43548	267.96178	531.85484	183.24841	518.95161	74.4586
0.44062	527.82258	344.64968	529.43548	267.96178	527.01613	188.59873	522.17742	70.89172
0.45757	527.82258	344.64968	531.04839	270.63694	531.85484	183.24841	522.17742	70.89172
0.47452	527.82258	344.64968	531.04839	266.17834	531.85484	183.24841	522.17742	70.89172
0.49147	527.82258	344.64968	531.04839	266.17834	531.85484	183.24841	522.17742	70.89172
0.50841	527.82258	344.64968	531.04839	266.17834	531.85484	183.24841	522.17742	70.89172
0.52536	527.82258	344.64968	527.82258	268.8535	531.04839	185.03185	522.17742	70.89172
0.54231	527.01613	345.5414	527.82258	268.8535	531.04839	185.03185	522.17742	70.89172
0.55925	527.01613	345.5414	531.85484	268.8535	527.01613	183.24841	522.17742	70.89172
0.5762	527.01613	345.5414	531.85484	268.8535	530.24194	185.03185	524.59677	75.35032
0.59315	527.01613	345.5414	531.85484	267.07006	530.24194	185.03185	522.17742	73.56688
0.6101	527.01613	345.5414	531.85484	267.07006	531.85484	183.24841	522.17742	73.56688
0.62704	527.01613	345.5414	531.85484	268.8535	531.85484	183.24841	522.17742	73.56688
0.64399	527.01613	345.5414	531.85484	268.8535	531.85484	183.24841	522.17742	73.56688
0.66094	527.01613	345.5414	531.04839	266.17834	531.85484	183.24841	526.20968	71.78344
0.67788	527.01613	345.5414	531.04839	266.17834	531.85484	183.24841	526.20968	71.78344
0.69483	527.01613	345.5414	531.85484	270.63694	531.85484	183.24841	524.59677	77.13376
0.71178	527.01613	345.5414	531.85484	270.63694	531.85484	183.24841	524.59677	73.56688
0.72873	527.01613	345.5414	532.66129	267.96178	531.85484	183.24841	529.43548	70
0.74567	527.01613	345.5414	532.66129	267.96178	534.27419	185.92357	524.59677	74.4586
