   0.00000, 545.33030, 755.10204, 534.39636, 548.29932, 534.39636, 338.77551, 542.59681,  39.45578
   0.16667, 545.33030, 749.65986, 539.86333, 545.57823, 528.92938, 344.21769, 539.86333,  44.89796
   0.33333, 545.33030, 752.38095, 537.12984, 548.29932, 539.86333, 327.89116, 545.33030,  28.57143
   0.50000, 548.06378, 752.38095, 537.12984, 545.57823, 534.39636, 325.17007, 534.39636,  34.01361
   0.66667, 545.33030, 746.93878, 537.12984, 548.29932, 528.92938, 327.89116, 531.66287,  25.85034
   0.83333, 548.06378, 752.38095, 534.39636, 548.29932, 523.46241, 325.17007, 517.99544,  36.73469
   1.00000, 545.33030, 749.65986, 528.92938, 542.85714, 509.79499, 327.89116, 496.12756,  25.85034
   1.16667, 548.06378, 736.05442, 523.46241, 548.29932, 498.86105, 333.33333, 476.99317,  42.17687
   1.33333, 548.06378, 752.38095, 523.46241, 551.02041, 474.25968, 341.49660, 438.72437,  44.89796
   1.50000, 545.33030, 752.38095, 542.59681, 556.46259, 430.52392, 360.54422, 373.12073,  66.66667
   1.66667, 542.59681, 749.65986, 591.79954, 561.90476, 408.65604, 436.73469, 252.84738, 172.78912
   1.83333, 542.59681, 757.82313, 619.13440, 583.67347, 397.72210, 602.72109, 116.17312, 474.82993
   2.00000, 542.59681, 760.54422, 602.73349, 578.23129, 471.52620, 782.31293, 255.58087,1010.88435
   2.16667, 556.26424, 765.98639, 496.12756, 578.23129, 600.00000, 790.47619, 895.21640, 907.48299
   2.33333, 580.86560, 727.89116, 457.85877, 542.85714, 651.93622, 589.11565, 859.68109, 352.38095
   2.50000, 739.40774, 461.22449, 523.46241, 551.02041, 627.33485, 395.91837, 567.19818,  85.71429
   2.66667, 676.53759, 308.84354, 651.93622, 556.46259, 553.53075, 360.54422, 274.71526, 172.78912
   2.83333, 550.79727, 368.70748, 739.40774, 551.02041, 520.72893, 480.27211, 168.10934, 529.25170
   3.00000, 537.12984, 706.12245, 720.27335, 589.11565, 507.06150, 733.33333, 293.84966, 983.67347
   3.16667, 843.28018, 967.34694, 608.20046, 834.01361, 534.39636,1087.07483, 537.12984,1410.88435
   3.33333, 818.67882,1013.60544, 575.39863, 915.64626, 515.26196,1160.54422, 539.86333,1410.88435
   3.50000, 813.21185,1013.60544, 556.26424, 902.04082, 479.72665,1127.89116, 528.92938,1410.88435
   3.66667, 807.74487, 931.97279, 548.06378, 891.15646, 452.39180,1133.33333, 528.92938,1416.32653
