   0.00000, 545.12922, 755.87467, 528.42942, 536.55352, 526.04374, 340.73107, 533.20080,  37.85901
   0.33333, 547.51491, 753.26371, 528.42942, 531.33159, 526.04374, 335.50914, 537.97217,  37.85901
   0.66667, 547.51491, 755.87467, 535.58648, 539.16449, 537.97217, 330.28721, 526.04374,  24.80418
   1.00000, 545.12922, 750.65274, 526.04374, 533.94256, 516.50099, 330.28721, 499.80119,  30.02611
   1.33333, 545.12922, 748.04178, 514.11531, 539.16449, 468.78728, 351.17493, 433.00199,  45.69191
   1.66667, 540.35785, 750.65274, 588.07157, 560.05222, 404.37376, 447.78068, 249.30417, 171.01828
   2.00000, 540.35785, 761.09661, 600.00000, 575.71802, 473.55865, 776.76240, 251.68986,1014.36031
   2.33333, 583.30020, 734.98695, 447.31610, 544.38642, 652.48509, 593.99478, 857.65408, 356.39687
   2.66667, 681.11332, 306.78851, 654.87078, 557.44125, 554.67197, 364.22977, 277.93241, 171.01828
   3.00000, 537.97217, 711.48825, 731.21272, 583.55091, 506.95825, 711.48825, 328.03181,1014.36031
   3.33333, 819.48310,1006.52742, 564.21471, 912.53264, 521.27237,1165.79634, 533.20080,1413.83812
   3.66667, 802.78330, 938.64230, 528.42942, 875.97911, 456.85885,1131.85379, 533.20080,1398.17232
