   2.62680, 548.79032, 252.80255
   2.64375, 548.79032, 252.80255
   2.66069, 547.17742, 285.79618
   2.67764, 545.56452, 288.47134
   2.69459, 528.62903, 312.54777
   2.71154, 531.85484, 312.54777
   2.72848, 519.75806, 335.73248
   2.74543, 514.11290, 333.05732
   2.76238, 503.62903, 348.21656
   2.77932, 506.04839, 347.32484
   2.79627, 492.33871, 353.56688
   2.81322, 497.98387, 346.43312
   2.83017, 488.30645, 362.48408
   2.84711, 488.30645, 362.48408
   2.86406, 488.30645, 374.07643
   2.88101, 489.11290, 370.50955
   2.89795, 488.30645, 382.10191
   2.91490, 493.95161, 383.88535
   2.93185, 497.98387, 401.71975
   2.94880, 501.20968, 402.61146
   2.96574, 512.50000, 410.63694
   2.98269, 514.91935, 414.20382
   2.99964, 524.59677, 437.38854
   3.01658, 525.40323, 440.06369
   3.03353, 531.85484, 459.68153
   3.05048, 536.69355, 465.03185
   3.06743, 543.95161, 488.21656
   3.08437, 544.75806, 481.97452
   3.10132, 551.20968, 489.10828
   3.11827, 548.79032, 494.45860
   3.13521, 554.43548, 490.00000
   3.15216, 554.43548, 493.56688
   3.16911, 556.85484, 498.02548
   3.18605, 556.85484, 492.67516
   3.20300, 556.85484, 492.67516
   3.21995, 559.27419, 487.32484
   3.23690, 563.30645, 477.51592
   3.25384, 563.30645, 485.54140
   3.27079, 567.33871, 471.27389
   3.28774, 573.79032, 461.46497
   3.30468, 573.79032, 455.22293
   3.32163, 576.20968, 455.22293
   3.33858, 580.24194, 442.73885
   3.35553, 579.43548, 443.63057
   3.37247, 587.50000, 436.49682
   3.38942, 587.50000, 431.14650
   3.40637, 581.04839, 426.68790
