   0.10000, 544.92188, 754.38596, 537.89063, 560.05398, 521.48438, 398.11066, 556.64063,  87.71930
   0.23333, 547.26563, 748.98785, 535.54688, 557.35493, 519.14063, 392.71255, 561.32813,  82.32119
   0.36667, 549.60938, 751.68691, 537.89063, 560.05398, 523.82813, 398.11066, 563.67188,  76.92308
   0.50000, 547.26563, 751.68691, 535.54688, 560.05398, 519.14063, 395.41161, 566.01563,  85.02024
   0.63333, 544.92188, 751.68691, 542.57813, 562.75304, 512.10938, 392.71255, 561.32813,  79.62213
   0.76667, 544.92188, 751.68691, 537.89063, 560.05398, 519.14063, 395.41161, 551.95313,  85.02024
   0.90000, 547.26563, 751.68691, 535.54688, 551.95682, 507.42188, 392.71255, 537.89063,  76.92308
   1.03333, 547.26563, 754.38596, 530.85938, 557.35493, 498.04688, 400.80972, 523.82813,  93.11741
   1.16667, 544.92188, 754.38596, 521.48438, 549.25776, 493.35938, 395.41161, 505.07813,  85.02024
   1.30000, 544.92188, 751.68691, 526.17188, 562.75304, 472.26563, 398.11066, 476.95313,  90.41835
   1.43333, 547.26563, 751.68691, 530.85938, 568.15115, 458.20313, 414.30499, 437.10938, 106.61269
   1.56667, 544.92188, 748.98785, 566.01563, 551.95682, 439.45313, 441.29555, 373.82813, 139.00135
   1.70000, 549.60938, 748.98785, 596.48438, 568.15115, 434.76563, 516.86910, 270.70313, 236.16734
   1.83333, 540.23438, 754.38596, 617.57813, 578.94737, 462.89063, 622.13225, 162.89063, 476.38327
   1.96667, 542.57813, 757.08502, 608.20313, 587.04453, 505.07813, 711.20108, 209.76563, 875.84345
   2.10000, 537.89063, 757.08502, 537.89063, 573.54926, 533.20313, 746.28880, 657.42188,1064.77733
   2.23333, 551.95313, 754.38596, 467.57813, 565.45209, 584.76563, 684.21053, 915.23438, 686.90958
   2.36667, 631.64063, 681.51147, 453.51563, 549.25776, 605.85938, 560.05398, 809.76563, 330.63428
   2.50000, 732.42188, 462.88799, 512.10938, 570.85020, 605.85938, 438.59649, 603.51563, 139.00135
   2.63333, 697.26563, 327.93522, 622.26563, 560.05398, 594.14063, 408.90688, 383.20313, 149.79757
   2.76667, 612.89063, 319.83806, 711.32813, 535.76248, 575.39063, 457.48988, 221.48438, 338.73144
   2.90000, 512.10938, 465.58704, 748.82813, 560.05398, 584.76563, 562.75304, 209.76563, 670.71525
   3.03333, 582.42188, 805.66802, 708.98438, 616.73414, 568.35938, 721.99730, 341.01563,1067.47638
   3.16667, 835.54688, 962.21323, 615.23438, 829.95951, 542.57813,1008.09717, 528.51563,1423.75169
   3.30000, 828.51563,1010.79622, 589.45313, 924.42645, 509.76563,1113.36032, 533.20313,1418.35358
   3.43333, 812.10938,1024.29150, 566.01563, 900.13495, 486.32813,1107.96221, 528.51563,1418.35358
   3.56667, 805.07813, 989.20378, 563.67188, 892.03779, 469.92188,1089.06883, 540.23438,1415.65452
   3.70000, 791.01563, 932.52362, 533.20313, 875.84345, 448.82813,1086.36977, 523.82813,1418.35358
